what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1324492538661
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1324492539795
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1324492539808
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1324492539870
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1324492539879
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1324492540259
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492542451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492646856
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1324492646871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1324492646871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492650426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492658374
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1324492658386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1324492658386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492660714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492681694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492683490
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492704668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492707334
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1324492710974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492711028
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1324492711037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1324492711037
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324492715226
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1324492715301
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324492715302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492719059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492987337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1324492987350
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1324492987364
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1324492987380
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1324492987897
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1324492987917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492992313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324492998430
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324492998464
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1324493000425
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1324493009034
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1324493010878
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1324493010931
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1324493011203
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324493030648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493033247
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493035582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493035591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493040411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493041440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493044987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493050719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493052373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493073563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493162406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493169524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493189924
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1324493192665
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324493202740
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324493202906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493206845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493257159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493258073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493438024
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324493438058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493450475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493508699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493511357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493512600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324493516630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324494819056
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324494819370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324494823016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324494823318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324494839885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324494902765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495159596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495176588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495191514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495203560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495622040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495626795
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495643092
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495646712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495701443
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1324495701465
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495708332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495816786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495819156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495879212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495880840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495894001
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1324495896499
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1324495896577
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1324495896638
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1324495896662
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1324495896676
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495915396
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495917675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324495919351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498118794
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498132356
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498132360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498132522
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1324498144469
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1324498144527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498194740
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324498199375
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1324498208900
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1324498208930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498233149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498562202
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1324498562221
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498565118
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498565121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498565314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498600343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498604205
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1324498745859
started,bundle,org.eclipse.pde,3.6.1.v201102101200,"org.eclipse.pde",1324498745879
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1324498745928
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1324498745953
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1324498745964
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498750128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1324498750187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498753314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498757525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498761948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498777882
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324498778000
started,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1324498779241
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1324498779278
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1324498779327
opened,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1324498779815
activated,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1324498779868
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1324498780866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498794635
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498795853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498796853
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498798258
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1324498819850
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498823511
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498823513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498823629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498828790
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1324498828801
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498832134
error,log,,,"Exception while reading /FirmFinancials/.classpath",1324498832138
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498832286
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498838283
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1324498838293
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324498877743
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499032336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499036212
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499037607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499043884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499064977
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499066227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499078253
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1324499078266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1324499078266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499083129
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499089023
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499099383
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1324499150211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499173365
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1324499173378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499181235
error,log,,,"Internal Error",1324499189276
error,log,,,"Problems encountered while deleting resources.",1324499189278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499210417
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1324499210427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1324499210427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499212688
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499267173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499268371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499272029
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1324499272039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1324499272039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499302834
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499364259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1324499364283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499369158
started,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1324499441817
started,bundle,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui",1324499441828
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1324499447119
started,bundle,org.eclipse.equinox.http.servlet,1.1.0.v20100503,"org.eclipse.equinox.http.servlet",1324499447261
started,bundle,org.eclipse.equinox.http.registry,1.1.1.R36x_v20101103,"org.eclipse.equinox.http.registry",1324499447466
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1324499448180
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.201.R36x_v20101103,"org.eclipse.equinox.jsp.jasper",1324499448192
started,bundle,org.eclipse.help.webapp,3.5.3.r36_20101130,"org.eclipse.help.webapp",1324499448951
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1324499869231
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1324499869324
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1324499870104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499967658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499967687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499967718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499967726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324499967740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324500010695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324500010709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324500010735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324500010739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324500010770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324500010782
